2.0 6.0 
13.0 3.0 
0.0 13.0 
6.0 4.0 
14.0 2.0 
14.0 2.0 
0.0 13.0 
4.0 5.0 
1.0 7.0 
14.0 2.0 
14.0 2.0 
13.0 3.0 
