variable	NSGAII(0)	NSGAII(1)	NSGAII(2)	NSGAII(3)	NSGAII(4)
DATE_IN_PAST_96_XX	1.280809586051396	3.8731389551343085	-3.2276838466175555	-3.7429126662502226	3.799719383199291
FROM_OFFERS	0.008027243933542927	0.637383703081158	1.1455862952342621	1.1847508015873296	0.6873980604371895
ADVANCE_FEE_3	3.818061360046891	3.1580907800439855	1.7311809570657473	0.5847072476220446	2.260683540839571
ADVANCE_FEE_4	2.685259900584561	-2.9582297085372744	-3.5058814836491754	-3.5058814836491754	-2.7017137503428064
DEAR_FRIEND	-3.8853768710940875	-4.287628628793746	-3.9917562157740645	-4.369222341596675	-4.4073822254840715
MILLION_USD	-4.232426583300306	2.9812557885426214	2.286387047710297	3.0064914945990098	3.8298520417983424
UPPERCASE_75_100	3.954794611545549	4.361464281248999	3.813939350137058	3.915741872799496	4.514534828013942
US_DOLLARS_3	3.003374277720739	-0.8468872565311059	0.10941038582670934	0.034169229130187384	-0.4784690752694899
TVD_SUBJ_WIPE_DEBT	-0.49435182823324064	2.1459303411353945	1.7627375670620549	1.7627375670620549	2.0936153614777386
BAYES_95	-1.4309316609882603	-3.2851740830188634	4.610807663205325	4.344904450179402	3.957537413588181
DOS_OUTLOOK_TO_MX	3.466188692403438	3.901643240653164	3.363784241356634	3.363784241356634	3.3980600105715384
SPF_HELO_NEUTRAL	-0.9179428304609514	4.004581615471743	1.4464402062211725	1.3701439482338547	4.797967015548418
FH_DATE_IS_19XX	-3.3192498322304833	-3.5953018174029747	0.8889271631901625	0.8355457900582204	0.8838614260958889
BAYES_80	2.001037842900464	-1.2189963150087617	-0.7880270477560117	-1.6726180188854034	4.033641793257654
FROM_MISSP_FREEMAIL	-2.938339858893679	3.331952658520669	1.9771700323266583	2.3474962995636184	2.0533357208388336
FH_FROM_CASH	-0.5323334953807943	3.480479412819087	4.144364200468559	4.14505310518699	3.899222904903641
LOCALPART_IN_SUBJECT	4.932445961572588	2.498973577657759	2.545431762192365	2.515922172724522	2.5117761481522582
UNCLAIMED_MONEY	-3.394050039079706	-4.814460703435181	-4.7650610898723835	-4.7650610898723835	-4.787658701909718
HTML_TITLE_SUBJ_DIFF	0.9710734898923973	-4.286503030892647	-3.9464563233940573	-3.896229205789867	-4.366856767374387
HK_NAME_FREE	2.4350968872280516	1.675361691635437	1.6538609100520758	1.6539655932310047	1.652954413393806
REPTO_QUOTE_YAHOO	-2.3139046358698945	-2.176559604301807	-2.358870703773275	-3.983012226758494	-2.4632166947335903
TO_MALFORMED	0.8770915140059283	0.029488388832950685	1.67449061440796	1.5158324948629196	1.0531695614546046
MPART_ALT_DIFF_COUNT	1.2032009824801166	-2.348847858548755	-2.158892991485073	1.7227661545441646	1.2841417288823787
FR_TITLE_NUMS	-4.532750384809068	-2.713851700244075	-2.571906196686849	-2.556220384673225	-2.7232981533504064
FILL_THIS_FORM_LONG	3.1631049013562293	4.60127673803553	4.599733064250061	4.610793108816242	4.591418737251346
FS_LARGE_PERCENT2	-3.246495775648583	-2.3825594244419133	-2.27470135336452	-2.6223734052164804	-2.3891849507696272
